# NOT Spectrum, from Charlotte, reduced
4324.39816951752,1.031691952031668e-15,1.2380303424380014e-16
4327.781383514411,1.0216013090085058e-15,1.2259215708102068e-16
4331.1645975113,1.0393330998034258e-15,1.247199719764111e-16
4334.54781150819,1.0201092831869987e-15,1.2241311398243985e-16
4337.9310255050705,1.012362124003908e-15,1.2148345488046896e-16
4341.31423950196,9.872233364023076e-16,1.1846680036827692e-16
4344.69745349885,1.0123827522054206e-15,1.2148593026465045e-16
4348.08066749573,1.0219561419425278e-15,1.2263473703310332e-16
4351.46388149262,9.98735387118929e-16,1.1984824645427147e-16
4354.84709548951,9.57510017577237e-16,1.1490120210926845e-16
4358.2303094864,9.639864773823587e-16,1.1567837728588304e-16
4361.613523483279,9.337096616522485e-16,1.1204515939826982e-16
4364.99673748017,9.380631653837739e-16,1.1256757984605285e-16
4368.37995147706,9.267259363291343e-16,1.1120711235949612e-16
4371.76316547394,9.15046680781538e-16,1.0980560169378457e-16
4375.14637947083,9.2623542762591e-16,1.111482513151092e-16
4378.529593467721,9.337272465522891e-16,1.120472695862747e-16
4381.91280746461,8.952452174627553e-16,1.0742942609553063e-16
4385.2960214614895,9.01649671157649e-16,1.0819796053891788e-16
4388.6792354583795,9.396554203250101e-16,1.1275865043900122e-16
4392.06244945527,8.989271213035705e-16,1.0787125455642845e-16
4395.44566345216,8.697195712762828e-16,1.0436634855315394e-16
4398.82887744904,8.848257282500889e-16,1.0617908739001066e-16
4402.212091445929,9.111155200959132e-16,1.0933386241150958e-16
4405.59530544282,9.040712498479197e-16,1.0848854998175036e-16
4408.9785194397,8.693167730159803e-16,1.0431801276191763e-16
4412.36173343659,9.279423730282674e-16,1.1135308476339208e-16
4415.74494743348,9.369853361027026e-16,1.124382403323243e-16
4419.128161430371,9.200802241203094e-16,1.1040962689443712e-16
4422.51137542725,9.314789659839997e-16,1.1177747591807997e-16
4425.89458942414,9.590125988259627e-16,1.150815118591155e-16
4429.27780342103,9.823943537070268e-16,1.178873224448432e-16
4432.66101741792,9.94937403598523e-16,1.1939248843182274e-16
4436.0442314147995,1.0047706084666978e-15,1.2057247301600373e-16
4439.42744541169,9.585887953584766e-16,1.1503065544301718e-16
4442.810659408579,9.99516948484161e-16,1.1994203381809932e-16
4446.19387340546,1.0446861090437721e-15,1.2536233308525266e-16
4449.57708740235,1.0114316805685457e-15,1.213718016682255e-16
4452.96030139924,9.826276703596259e-16,1.179153204431551e-16
4456.34351539613,1.0370285899967048e-15,1.2444343079960458e-16
4459.72672939301,9.994378380357447e-16,1.1993254056428936e-16
4463.1099433899,1.0321672608709406e-15,1.2386007130451287e-16
4466.49315738679,1.0243784135648833e-15,1.2292540962778599e-16
4469.87637138367,1.0321679941439577e-15,1.2386015929727492e-16
4473.259585380561,1.0361923105030583e-15,1.2434307726036699e-16
4476.64279937745,1.0907684444438754e-15,1.3089221333326504e-16
4480.0260133743395,1.1082437424867595e-15,1.3298924909841115e-16
4483.40922737122,1.1252138205828565e-15,1.3502565846994278e-16
4486.79244136811,1.1133847558956183e-15,1.336061707074742e-16
4490.175655365,1.1315373644588792e-15,1.357844837350655e-16
4493.558869361889,1.147972000587954e-15,1.3775664007055447e-16
4496.94208335877,1.126670908002774e-15,1.352005089603329e-16
4500.32529735566,1.1190829520859365e-15,1.3428995425031237e-16
4503.70851135255,1.1484802593159523e-15,1.3781763111791426e-16
4507.09172534943,1.1482556605792322e-15,1.3779067926950787e-16
4510.47493934632,1.1379872929704006e-15,1.3655847515644808e-16
4513.858153343211,1.2177755183704022e-15,1.4613306220444824e-16
4517.2413673401,1.1932293681834492e-15,1.431875241820139e-16
4520.62458133698,1.197016396152703e-15,1.4364196753832436e-16
4524.0077953338705,1.147930785508245e-15,1.377516942609894e-16
4527.3910093307595,1.1717465654341131e-15,1.4060958785209358e-16
4530.774223327639,1.2109724061365058e-15,1.4531668873638068e-16
4534.157437324529,1.1883296681205633e-15,1.425995601744676e-16
4537.54065132142,1.1668201955929858e-15,1.400184234711583e-16
4540.92386531831,1.2207975225257702e-15,1.464957027030924e-16
4544.30707931519,1.2265339801990483e-15,1.4718407762388579e-16
4547.690293312079,1.2072790346707959e-15,1.448734841604955e-16
4551.07350730897,1.230374397158878e-15,1.4764492765906534e-16
4554.45672130585,1.2423524670001364e-15,1.4908229604001637e-16
4557.83993530274,1.2688577135575198e-15,1.5226292562690236e-16
4561.22314929963,1.2614815448376203e-15,1.5137778538051444e-16
4564.606363296521,1.2556796223014962e-15,1.5068155467617953e-16
4567.9895772934005,1.222999893680757e-15,1.4675998724169082e-16
4571.37279129029,1.2411480404610975e-15,1.489377648553317e-16
4574.7560052871795,1.2642813574520718e-15,1.517137628942486e-16
4578.13921928407,1.2439133197687513e-15,1.4926959837225014e-16
4581.522433280949,1.2425798710726518e-15,1.4910958452871822e-16
4584.90564727784,1.2175944808023286e-15,1.4611133769627944e-16
4588.288861274729,1.2117795105680939e-15,1.4541354126817127e-16
4591.67207527161,1.2175506839681095e-15,1.4610608207617313e-16
4595.0552892685,1.195750598320244e-15,1.4349007179842927e-16
4598.43850326539,1.2185940892076095e-15,1.4623129070491314e-16
4601.82171726228,1.2302919369663774e-15,1.4763503243596528e-16
4605.20493125916,1.2071052521967174e-15,1.4485263026360608e-16
4608.58814525605,1.2401037046468133e-15,1.4881244455761758e-16
4611.97135925294,1.2442069647887161e-15,1.4930483577464593e-16
4615.3545732498205,1.2553139537869545e-15,1.5063767445443454e-16
4618.7377872467105,1.2761134940014134e-15,1.531336192801696e-16
4622.1210012435995,1.2703161714909014e-15,1.5243794057890816e-16
4625.50421524049,1.244943559010499e-15,1.4939322708125987e-16
4628.88742923737,1.2333077823450684e-15,1.479969338814082e-16
4632.27064323426,1.2271118568127694e-15,1.4725342281753232e-16
4635.65385723115,1.2404466355357956e-15,1.4885359626429548e-16
4639.03707122803,1.2270856688840393e-15,1.472502802660847e-16
4642.42028522492,1.2380703199721672e-15,1.4856843839666006e-16
4645.80349922181,1.246686640377608e-15,1.4960239684531294e-16
4649.1867132187,1.220431701727859e-15,1.4645180420734309e-16
4652.56992721558,1.2552830910487886e-15,1.5063397092585463e-16
4655.95314121247,1.243475453208734e-15,1.4921705438504807e-16
4659.336355209361,1.18848609566756e-15,1.426183314801072e-16
4662.71956920625,1.195505529307596e-15,1.4346066351691152e-16
4666.10278320313,1.2031596824563912e-15,1.4437916189476695e-16
4669.48599720002,1.1965453875850774e-15,1.4358544651020928e-16
4672.86921119691,1.1999288841525862e-15,1.4399146609831034e-16
4676.252425193789,1.1767549949644406e-15,1.4121059939573286e-16
4679.63563919068,1.1630297687414923e-15,1.3956357224897908e-16
4683.01885318757,1.195321296309212e-15,1.4343855555710544e-16
4686.40206718445,1.2028705759894985e-15,1.4434446911873982e-16
4689.78528118134,1.1714216282197669e-15,1.4057059538637202e-16
4693.16849517823,1.193119397602954e-15,1.4317432771235448e-16
4696.55170917512,1.1586450638817324e-15,1.3903740766580787e-16
4699.934923172,1.1676619962352031e-15,1.4011943954822436e-16
4703.31813716889,1.1434434532103654e-15,1.3721321438524383e-16
4706.70135116578,1.1847218349726957e-15,1.4216662019672346e-16
4710.0845651626705,1.1264532081579039e-15,1.3517438497894847e-16
4713.46777915955,1.180452401913229e-15,1.4165428822958746e-16
4716.8509931564395,1.201239260820214e-15,1.4414871129842568e-16
4720.234207153329,1.1623880534251657e-15,1.3948656641101987e-16
4723.61742115021,1.1703270386690226e-15,1.4043924464028271e-16
4727.0006351471,1.188813545048849e-15,1.4265762540586188e-16
4730.38384914399,1.1985993909762098e-15,1.4383192691714518e-16
4733.767063140879,1.1872578107012022e-15,1.4247093728414427e-16
4737.15027713776,1.1788546748770694e-15,1.4146256098524831e-16
4740.53349113465,1.1500326198146899e-15,1.3800391437776277e-16
4743.91670513154,1.1594673067364828e-15,1.3913607680837793e-16
4747.29991912843,1.1654631286728406e-15,1.3985557544074085e-16
4750.68313312531,1.1438007101328687e-15,1.3725608521594424e-16
4754.0663471222,1.1444797630646846e-15,1.3733757156776214e-16
4757.44956111909,1.1297752615694919e-15,1.35573031388339e-16
4760.83277511597,1.1503436053960482e-15,1.3804123264752579e-16
4764.21598911286,1.1303591766145534e-15,1.356431011937464e-16
4767.599203109749,1.1085315947383127e-15,1.3302379136859752e-16
4770.98241710664,1.1210849690537832e-15,1.3453019628645398e-16
4774.36563110352,1.154938845726588e-15,1.3859266148719057e-16
4777.74884510041,1.138002153028952e-15,1.3656025836347423e-16
4781.1320590973,1.1434709711909183e-15,1.372165165429102e-16
4784.51527309418,1.1502273611823527e-15,1.380272833418823e-16
4787.898487091071,1.1568217032309002e-15,1.3881860438770802e-16
4791.28170108796,1.1284252960008952e-15,1.354110355201074e-16
4794.66491508485,1.1099832933351642e-15,1.331979952002197e-16
4798.04812908173,1.1214573445872733e-15,1.345748813504728e-16
4801.431343078621,1.1175751259638133e-15,1.341090151156576e-16
4804.8145570755105,1.0993192212435124e-15,1.319183065492215e-16
4808.1977710723995,1.1095119867265635e-15,1.3314143840718762e-16
4811.580985069279,1.1609146186656656e-15,1.3930975423987987e-16
4814.96419906617,1.1175383318745214e-15,1.3410459982494256e-16
4818.34741306306,1.1127804572778148e-15,1.3353365487333776e-16
4821.730627059939,1.1078424256145901e-15,1.3294109107375082e-16
4825.11384105683,1.0817125668015598e-15,1.2980550801618717e-16
4828.49705505372,1.1115572338932786e-15,1.3338686806719344e-16
4831.88026905061,1.125488448677303e-15,1.3505861384127636e-16
4835.26348304749,1.106859009827391e-15,1.328230811792869e-16
4838.64669704438,1.082242748041376e-15,1.2986912976496512e-16
4842.02991104127,1.0746196188429507e-15,1.2895435426115407e-16
4845.413125038161,1.0813613953162615e-15,1.2976336743795138e-16
4848.79633903504,1.074096505730187e-15,1.2889158068762244e-16
4852.17955303193,1.0550991807803592e-15,1.266119016936431e-16
4855.56276702882,1.0620372618340236e-15,1.2744447142008284e-16
4858.9459810257,1.0366552525606394e-15,1.2439863030727672e-16
4862.329195022589,1.0260165243825602e-15,1.2312198292590722e-16
4865.71240901948,1.0334752009804102e-15,1.2401702411764923e-16
4869.09562301636,1.0560916075003568e-15,1.2673099290004281e-16
4872.47883701325,1.0507835921803425e-15,1.260940310616411e-16
4875.86205101014,1.0371953858013084e-15,1.24463446296157e-16
4879.245265007029,1.0208901338989297e-15,1.2250681606787157e-16
4882.62847900391,1.0313099911064606e-15,1.2375719893277528e-16
4886.0116930008,9.98969894531558e-16,1.1987638734378695e-16
4889.39490699769,9.884440885754911e-16,1.1861329062905893e-16
4892.77812099458,9.897982131330423e-16,1.1877578557596507e-16
4896.16133499146,9.97026301547026e-16,1.1964315618564313e-16
4899.5445489883505,9.682260976403792e-16,1.161871317168455e-16
4902.9277629852395,9.918395279158816e-16,1.190207433499058e-16
4906.310976982129,1.0050493476428384e-15,1.206059217171406e-16
4909.69419097901,9.961305890599221e-16,1.1953567068719064e-16
4913.0774049759,9.730381838950024e-16,1.1676458206740028e-16
4916.46061897279,9.956417025011046e-16,1.1947700430013256e-16
4919.84383296967,1.0040758456825111e-15,1.2048910148190132e-16
4923.22704696656,9.864134612316812e-16,1.1836961534780173e-16
4926.61026096345,9.803334483594482e-16,1.176400138031338e-16
4929.99347496034,9.90892908716299e-16,1.1890714904595588e-16
4933.376688957221,9.923474343048429e-16,1.1908169211658113e-16
4936.75990295411,1.0085058767508488e-15,1.2102070521010185e-16
4940.143116951,9.778368706323295e-16,1.1734042447587953e-16
4943.52633094788,9.780890251891279e-16,1.1737068302269534e-16
4946.9095449447705,9.734136478454188e-16,1.1680963774145027e-16
4950.29275894166,9.596695919399188e-16,1.1516035103279025e-16
4953.675972938549,9.282232193210025e-16,1.113867863185203e-16
4957.059186935429,9.535187853954392e-16,1.144222542474527e-16
4960.44240093232,9.727814682045712e-16,1.1673377618454854e-16
4963.82561492921,9.628074416647009e-16,1.155368929997641e-16
4967.20882892609,9.381346126185915e-16,1.1257615351423097e-16
4970.59204292298,9.52152701441881e-16,1.142583241730257e-16
4973.975256919871,9.48456683679862e-16,1.1381480204158343e-16
4977.35847091676,9.378485941547587e-16,1.1254183129857104e-16
4980.74168491364,9.470101897279857e-16,1.1364122276735828e-16
4984.12489891053,9.591164450982338e-16,1.1509397341178805e-16
4987.50811290742,9.473228225806613e-16,1.1367873870967936e-16
4990.8913269043105,9.424539325483552e-16,1.1309447190580262e-16
4994.2745409011895,9.1623209041453e-16,1.099478508497436e-16
4997.6577548980795,9.249231915220723e-16,1.1099078298264867e-16
5001.04096889497,9.556568455793466e-16,1.1467882146952159e-16
5004.42418289186,9.174761328279007e-16,1.1009713593934808e-16
5007.807396888739,9.015868634000462e-16,1.0819042360800554e-16
5011.19061088563,9.160176257445025e-16,1.099221150893403e-16
5014.57382488252,8.748021040750117e-16,1.0497625248900141e-16
5017.9570388794,8.693892733748678e-16,1.0432671280498413e-16
5021.34025287629,8.825543940896198e-16,1.0590652729075437e-16
5024.72346687318,8.866118565001469e-16,1.0639342278001762e-16
5028.10668087007,8.879773207762564e-16,1.0655727849315076e-16
5031.48989486695,8.846058252799553e-16,1.0615269903359462e-16
5034.87310886384,8.811757449022127e-16,1.0574108938826553e-16
5038.25632286073,8.859938358111356e-16,1.0631926029733627e-16
5041.6395368576095,8.775061893436787e-16,1.0530074272124143e-16
5045.0227508545,8.77266027071807e-16,1.0527192324861683e-16
5048.405964851389,8.970309378307912e-16,1.0764371253969495e-16
5051.78917884827,8.921958630517393e-16,1.0706350356620871e-16
5055.17239284516,8.849546633223495e-16,1.0619455959868194e-16
5058.55560684205,8.786420910473054e-16,1.0543705092567665e-16
5061.93882083894,8.73396592998891e-16,1.0480759115986692e-16
5065.32203483582,8.705369546878217e-16,1.044644345625386e-16
5068.70524883271,8.710642398154464e-16,1.0452770877785357e-16
5072.0884628296,8.662011201206022e-16,1.0394413441447226e-16
5075.47167682649,8.726449520180714e-16,1.0471739424216856e-16
5078.854890823371,8.906262448700451e-16,1.0687514938440541e-16
5082.23810482026,8.673250587661454e-16,1.0407900705193743e-16
5085.6213188171505,8.722558203598813e-16,1.0467069844318574e-16
5089.0045328140395,8.823928037024169e-16,1.0588713644429002e-16
5092.38774681092,8.926472564563085e-16,1.0711767077475702e-16
5095.77096080781,9.00428835452366e-16,1.0805146025428391e-16
5099.154174804699,8.896135970329082e-16,1.0675363164394897e-16
5102.537388801579,8.939708127761028e-16,1.0727649753313232e-16
5105.92060279847,9.247820284955121e-16,1.1097384341946146e-16
5109.30381679536,9.366602492553834e-16,1.12399229910646e-16
5112.68703079224,9.182866753861356e-16,1.1019440104633626e-16
5116.07024478913,9.215341847212363e-16,1.1058410216654835e-16
5119.453458786021,9.289088589243587e-16,1.1146906307092305e-16
5122.83667278291,9.439085452386814e-16,1.1326902542864177e-16
5126.21988677979,9.336420843219063e-16,1.1203705011862876e-16
5129.60310077668,9.153209838735862e-16,1.0983851806483033e-16
5132.9863147735705,9.263537311048357e-16,1.1116244773258027e-16
5136.36952877046,9.368617136460582e-16,1.1242340563752698e-16
5139.75274276734,9.065655955447566e-16,1.0878787146537079e-16
5143.135956764229,9.197331385373074e-16,1.1036797662447688e-16
5146.51917076112,9.199375750491166e-16,1.1039250900589399e-16
5149.902384758,9.240667911103304e-16,1.1088801493323965e-16
5153.28559875489,9.052258608504584e-16,1.08627103302055e-16
5156.66881275178,9.591064057888991e-16,1.150927686946679e-16
5160.05202674867,9.079821242395718e-16,1.0895785490874862e-16
5163.43524074555,8.959178326465642e-16,1.075101399175877e-16
5166.81845474244,9.217599995343388e-16,1.1061119994412065e-16
5170.20166873933,9.08878691083477e-16,1.0906544293001722e-16
5173.58488273622,9.117612542488254e-16,1.0941135050985904e-16
5176.9680967331,9.214072468169914e-16,1.1056886961803897e-16
5180.35131072999,9.333447503473467e-16,1.120013700416816e-16
5183.7345247268795,9.729519835408087e-16,1.1675423802489703e-16
5187.11773872376,9.462893039978238e-16,1.1355471647973886e-16
5190.50095272065,9.39969581324957e-16,1.1279634975899483e-16
5193.884166717539,9.523557703205502e-16,1.1428269243846603e-16
5197.26738071443,9.54311687516041e-16,1.145174025019249e-16
5200.65059471131,9.382267977748276e-16,1.125872157329793e-16
5204.0338087082,9.48188314496191e-16,1.137825977395429e-16
5207.41702270509,9.49785490336304e-16,1.1397425884035648e-16
5210.80023670197,9.607004662048258e-16,1.152840559445791e-16
5214.18345069886,9.733645746863805e-16,1.1680374896236566e-16
5217.56666469575,9.792900240868485e-16,1.1751480289042182e-16
5220.94987869264,9.560543029267655e-16,1.1472651635121187e-16
5224.3330926895205,9.730579651371638e-16,1.1676695581645965e-16
5227.71630668641,9.751914445689766e-16,1.1702297334827718e-16
5231.0995206833,9.679210456945926e-16,1.161505254833511e-16
5234.482734680179,9.680488279787891e-16,1.1616585935745468e-16
5237.86594867707,9.138594887741428e-16,1.0966313865289713e-16
5241.24916267396,9.340922305193846e-16,1.1209106766232615e-16
5244.63237667085,9.6529952389088e-16,1.1583594286690558e-16
5248.015590667729,9.620817517886631e-16,1.1544981021463958e-16
5251.39880466462,9.588114308022757e-16,1.1505737169627308e-16
5254.78201866151,9.420945396477054e-16,1.1305134475772466e-16
5258.1652326584,9.49096198577428e-16,1.1389154382929137e-16
5261.54844665528,9.527629565518217e-16,1.1433155478621861e-16
5264.931660652171,9.388096488544217e-16,1.126571578625306e-16
5268.31487464906,9.52885220614627e-16,1.1434622647375523e-16
5271.69808864594,9.66881003740861e-16,1.160257204489033e-16
5275.0813026428295,9.57671717555505e-16,1.1492060610666059e-16
5278.46451663972,9.478088138124008e-16,1.1373705765748808e-16
5281.84773063661,9.388640687532522e-16,1.1266368825039025e-16
5285.23094463349,9.438078510196485e-16,1.1325694212235781e-16
5288.614158630379,9.494491820867466e-16,1.1393390185040958e-16
5291.99737262727,9.670661111973966e-16,1.1604793334368759e-16
5295.38058662415,9.58781622924049e-16,1.1505379475088588e-16
